BioGRID_Interaction_ID	Entrez_Gene_Interactor_A	Entrez_Gene_Interactor_B	BioGRID_ID_Interactor_A	BioGRID_ID_Interactor_B	Systematic_Name_Interactor_A	Systematic_Name_Interactor_B	Official_Symbol_Interactor_A	Official_Symbol_Interactor_B	Synonyms_Interactor_A	Synonyms_Interactor_B	Experimental_System	Experimental_System_Type	Author	Pubmed_ID	Organism_Interactor_A	Organism_Interactor_B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source_Database
918361	1029	2597	107463	108868	-	CDABP0047	CDKN2A	GAPDH	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	G3PD|GAPD|HEL-S-162eP	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918362	1029	2042	107463	108356	-	-	CDKN2A	EPHA3	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	EK4|ETK|ETK1|HEK|HEK4|TYRO4	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918363	1029	1938	107463	108258	-	-	CDKN2A	EEF2	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	EEF-2|EF-2|EF2|SCA26	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918364	1029	4175	107463	110343	-	-	CDKN2A	MCM6	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	MCG40308|Mis5|P105MCM	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918365	1029	1021	107463	107456	-	-	CDKN2A	CDK6	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	MCPH12|PLSTIRE	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918366	1029	47	107463	106563	-	-	CDKN2A	ACLY	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	ACL|ATPCL|CLATP	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918367	1029	81	107463	106596	-	-	CDKN2A	ACTN4	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	ACTININ-4|FSGS|FSGS1	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918368	1029	71	107463	106586	-	-	CDKN2A	ACTG1	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918369	1029	60	107463	106575	-	-	CDKN2A	ACTB	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	BRWS1|PS1TP5BP1	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918370	1029	3181	107463	109422	-	-	CDKN2A	HNRNPA2B1	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	Reconstituted Complex	physical	Souza-Rodrigues E (2007)	17955473	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
918550	6915	2776	112777	109038	-	RP11-494N1.1	TBXA2R	GNAQ	BDPLT13|TXA2-R	CMC1|G-ALPHA-q|GAQ|SWS	Affinity Capture-Western	physical	Kelley LP (2003)	12726995	9606	9606	Low Throughput	-	-	-	Isoform (Uniprot): TP-alpha isoform (P21731-3)	-	BIOGRID
918618	586	23028	107061	116667	RP11-625L16.4	RP1-184J9.1	BCAT1	KDM1A	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	AOF2|BHC110|KDM1|LSD1	Two-hybrid	physical	Weimann M (2013)	23455924	9606	9606	High Throughput	-	-	-	Hit identified by mass spec	-	BIOGRID
918619	586	55170	107061	120469	RP11-625L16.4	-	BCAT1	PRMT6	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	HRMT1L6	Two-hybrid	physical	Weimann M (2013)	23455924	9606	9606	High Throughput	-	-	-	Hit identified by mass spec	-	BIOGRID
918689	1195	10419	107606	115688	-	-	CLK1	PRMT5	CLK|CLK/STY|STY	HRMT1L5|IBP72|JBP1|SKB1|SKB1Hs	Two-hybrid	physical	Weimann M (2013)	23455924	9606	9606	High Throughput	-	-	-	Hit identified by mass spec	-	BIOGRID
918911	10455	23028	115718	116667	RP5-1013A10.1	RP1-184J9.1	ECI2	KDM1A	ACBD2|DRS-1|DRS1|HCA88|PECI|dJ1013A10.3	AOF2|BHC110|KDM1|LSD1	Two-hybrid	physical	Weimann M (2013)	23455924	9606	9606	High Throughput	-	-	-	Hit identified by mass spec	-	BIOGRID
918915	1912	23028	108234	116667	-	RP1-184J9.1	PHC2	KDM1A	EDR2|HPH2|PH2	AOF2|BHC110|KDM1|LSD1	Two-hybrid	physical	Weimann M (2013)	23455924	9606	9606	High Throughput	-	-	-	Hit identified by mass spec	-	BIOGRID
919608	4734	22907	110811	116571	PIG53	-	NEDD4	DHX30	NEDD4-1|RPF1	DDX30|RETCOR	Reconstituted Complex	physical	Ingham RJ (2005)	16055720	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
919658	5300	984	111317	107421	-	-	PIN1	CDK11B	DOD|UBL5	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	Reconstituted Complex	physical	Ingham RJ (2005)	16055720	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
919669	5300	3030	111317	109280	-	-	PIN1	HADHA	DOD|UBL5	ECHA|GBP|HADH|LCEH|LCHAD|MTPA|TP-ALPHA	Reconstituted Complex	physical	Ingham RJ (2005)	16055720	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
919854	3313	25864	109545	117383	-	UNQ1913/PRO4373	HSPA9	ABHD14A	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	DORZ1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919867	223	39	106725	106557	-	-	ALDH9A1	ACAT2	ALDH4|ALDH7|ALDH9|E3|TMABADH	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919878	9531	47	114907	106563	-	-	BAG3	ACLY	BAG-3|BIS|CAIR-1|MFM6	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919879	3838	47	110036	106563	-	-	KPNA2	ACLY	IPOA1|QIP2|RCH1|SRP1alpha	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919880	3840	47	110038	106563	-	-	KPNA4	ACLY	IPOA3|QIP1|SRP3	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919881	5537	47	111529	106563	RP11-366O20.1	-	PPP6C	ACLY	PP6|PP6C	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919882	3276	47	109512	106563	-	-	PRMT1	ACLY	ANM1|HCP1|HRMT1L2|IR1B4	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919883	51593	47	119626	106563	-	-	SRRT	ACLY	ARS2|ASR2|serrate	ACL|ATPCL|CLATP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919886	3956	48	110147	106564	-	RP11-334P12.1	LGALS1	ACO1	GAL1|GBP	ACONS|HEL60|IREB1|IREBP|IREBP1|IRP1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919888	2664	11332	108932	116460	XX-FW81657B9.1	RP1-120G22.10	GDI1	ACOT7	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919889	10397	11332	115669	116460	-	RP1-120G22.10	NDRG1	ACOT7	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919890	374354	11332	131892	116460	-	RP1-120G22.10	NHLRC2	ACOT7	-	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919891	25816	11332	117344	116460	-	RP1-120G22.10	TNFAIP8	ACOT7	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919892	71	58	106586	106573	-	RP5-1068B5.2	ACTG1	ACTA1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919893	58	345651	106573	131362	RP5-1068B5.2	-	ACTA1	ACTBL2	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3	ACT	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919894	71	345651	106586	131362	-	-	ACTG1	ACTBL2	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	ACT	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919895	79567	345651	122715	131362	-	-	FAM65A	ACTBL2	-	ACT	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919983	586	178	107061	106686	RP11-625L16.4	-	BCAT1	AGL	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	GDE	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919997	7965	9255	113684	114679	PRO0992	-	AIMP2	AIMP1	JTV-1|JTV1|P38	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919998	1615	9255	107984	114679	PIG40	-	DARS	AIMP1	HBSL|aspRS	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919999	3301	9255	109534	114679	RP11-54K16.1	-	DNAJA1	AIMP1	DJ-2|DjA1|HDJ2|HSDJ|HSJ2|HSPF4|NEDD7|hDJ-2	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920000	9521	9255	114898	114679	RP3-511E16.1	-	EEF1E1	AIMP1	AIMP3|P18	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920001	1965	9255	108285	114679	-	-	EIF2S1	AIMP1	EIF-2|EIF-2A|EIF-2alpha|EIF2|EIF2A	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920002	1968	9255	108287	114679	-	-	EIF2S3	AIMP1	EIF2|EIF2G|EIF2gamma|eIF-2gA	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920003	1981	9255	108296	114679	-	-	EIF4G1	AIMP1	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920004	3376	9255	109605	114679	RP11-62C3.1	-	IARS	AIMP1	IARS1|ILERS|ILRS|IRS|PRO0785	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920005	57805	9255	121775	114679	-	-	CCAR2	AIMP1	DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920006	4141	9255	110311	114679	-	-	MARS	AIMP1	METRS|MRS|MTRNS|SPG70	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920007	5725	9255	111697	114679	-	-	PTBP1	AIMP1	HNRNP-I|HNRNPI|HNRPI|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920008	5859	9255	111797	114679	-	-	QARS	AIMP1	GLNRS|MSCCA|PRO2195	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920009	5917	9255	111852	114679	-	-	RARS	AIMP1	ArgRS|DALRD1	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920010	6137	9255	112057	114679	OK/SW-cl.46	-	RPL13	AIMP1	BBC1|D16S444E|D16S44E|L13	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920011	6138	9255	112058	114679	TCBAP0781	-	RPL15	AIMP1	DBA12|EC45|L15|RPL10|RPLY10|RPYL10	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920012	6144	9255	112064	114679	RP11-428O18.5	-	RPL21	AIMP1	HYPT12|L21	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920013	6147	9255	112067	114679	-	-	RPL23A	AIMP1	L23A|MDA20	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920014	6157	9255	112076	114679	-	-	RPL27A	AIMP1	L27A	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920015	25873	9255	117388	114679	-	-	RPL36	AIMP1	L36	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920016	6130	9255	112050	114679	RP11-244N20.10-004	-	RPL7A	AIMP1	L7A|SURF3|TRUP	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920017	6175	9255	112094	114679	-	-	RPLP0	AIMP1	L10E|LP0|P0|PRLP0|RPP0	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920018	7407	9255	113250	114679	DAAP-21F2.2	-	VARS	AIMP1	G7A|VARS1|VARS2	EMAP2|EMAPII|HLD3|SCYE1|p43	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920027	3313	9049	109545	114511	-	-	HSPA9	AIP	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920049	11332	223	116460	106725	RP1-120G22.10	-	ACOT7	ALDH9A1	ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH	ALDH4|ALDH7|ALDH9|E3|TMABADH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920050	56647	223	121161	106725	-	-	BCCIP	ALDH9A1	TOK-1|TOK1	ALDH4|ALDH7|ALDH9|E3|TMABADH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920051	2664	223	108932	106725	XX-FW81657B9.1	-	GDI1	ALDH9A1	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	ALDH4|ALDH7|ALDH9|E3|TMABADH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920052	5226	223	111247	106725	-	-	PGD	ALDH9A1	6PGD	ALDH4|ALDH7|ALDH9|E3|TMABADH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920123	10059	327	115370	106824	-	-	DNM1L	APEH	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	AARE|ACPH|APH|D3F15S2|D3S48E|DNF15S2|OPH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920134	10425	328	115694	106825	HT005	-	ARIH2	APEX1	ARI2|TRIAD1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920135	826	328	107276	106825	-	-	CAPNS1	APEX1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920136	115098	328	125411	106825	-	-	CCDC124	APEX1	-	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920137	3190	328	109431	106825	RP11-575L7.1	-	HNRNPK	APEX1	CSBP|HNRPK|TUNP	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920138	11100	328	116281	106825	-	-	HNRNPUL1	APEX1	E1B-AP5|E1BAP5|HNRPUL1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920139	3956	328	110147	106825	-	-	LGALS1	APEX1	GAL1|GBP	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920140	8883	328	114402	106825	HPP1	-	NAE1	APEX1	A-116A10.1|APPBP1|ula-1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920141	26986	328	117939	106825	-	-	PABPC1	APEX1	PAB1|PABP|PABP1|PABPC2|PABPL1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920142	9060	328	114521	106825	RP11-77F13.2	-	PAPSS2	APEX1	ATPSK2|BCYM4|SK2	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920143	8624	328	114179	106825	-	-	PSMG1	APEX1	C21LRP|DSCR2|LRPC21|PAC-1|PAC1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920144	60626	328	121946	106825	-	-	RIC8A	APEX1	RIC8	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920145	7295	328	113146	106825	RP11-427L11.1	-	TXN	APEX1	TRDX|TRX|TRX1	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920146	11260	328	116420	106825	-	-	XPOT	APEX1	XPO3	APE|APE1|APEN|APEX|APX|HAP1|REF1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920188	23481	402	117040	106895	-	-	PES1	ARL2	PES	ARFL2	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920333	1400	526	107790	107009	-	-	CRMP1	ATP6V1B2	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	ATP6B1B2|ATP6B2|HO57|VATB|VPP3|Vma2	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920358	56931	586	121258	107061	-	RP11-625L16.4	DUS3L	BCAT1	DUS3	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920359	80324	586	123236	107061	PP8985	RP11-625L16.4	PUS1	BCAT1	MLASA1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920375	8729	57448	114268	121521	-	-	GBF1	BIRC6	ARF1GEF	APOLLON|BRUCE	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920379	2617	23246	108887	116850	-	-	GARS	BOP1	CMT2D|DSMAV|GlyRS|HMN5|SMAD1	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920398	345651	55845	131362	120947	-	HSPC300	ACTBL2	BRK1	ACT	C3orf10|MDS027|hHBrk1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920399	71	55845	106586	120947	-	HSPC300	ACTG1	BRK1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	C3orf10|MDS027|hHBrk1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920400	1029	55845	107463	120947	-	HSPC300	CDKN2A	BRK1	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	C3orf10|MDS027|hHBrk1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920417	3313	28969	109545	118793	-	HSPC028	HSPA9	BZW2	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	MST017|MSTP017	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920445	4677	708	110758	107169	-	-	NARS	C1QBP	ASNRS|NARS1	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920446	55621	708	120760	107169	-	-	TRMT1	C1QBP	TRM1	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920447	7520	708	113353	107169	-	-	XRCC5	C1QBP	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920496	345651	10487	131362	115750	-	RP11-115D7.1	ACTBL2	CAP1	ACT	CAP|CAP1-PEN	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920629	58	1029	106573	107463	RP5-1068B5.2	-	ACTA1	CDKN2A	ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
